qtd,time_on,time_off,q264,q464,q750,q1264,q1864,q2564,withtoff,is_pc,is_mob
0,0.010677,0,1,0,0,0,0,0,0,1,0
0.052632,0.050694,0.019365,0.0571,0.0571,0.0896,0.0961,0.2026,0.4974,1,0,1
0,0.118606,0,0.2249,0.0091,0.0091,0.0091,0.0091,0.7386,0,1,0
0.026316,0.09148,0.047394,0.0318,0.0259,0.0271,0.0283,0.0236,0.8632,1,1,0
0,0.01277,0,0.7857,0.0179,0.0179,0.1786,0,0,0,1,0
0.026316,0.01901,0.113789,0.4012,0.1914,0.1358,0.0988,0.0494,0.1235,1,1,0
0,0.043431,0,0.0443,0.0296,0.0296,0.0296,0.0296,0.8374,0,1,0
0.026316,0.162651,0.123835,0.5341,0.2171,0.0827,0.0503,0.0223,0.0935,1,1,0
0.026316,0.016485,0.071418,0.0741,0.0432,0.0432,0.0432,0.0494,0.7469,1,1,0
0,0.003752,0,0,0,0.6667,0.3333,0,0,0,0,1
0.052632,0.024457,0.232782,0.1761,0,0.0269,0,0.0179,0.7791,1,0,1
0.026316,0.025359,0.009173,0.249,0.2241,0.2324,0.1079,0.0705,0.1162,1,1,0
0.026316,0.077484,0.055183,0.0323,0.9663,0.0014,0,0,0,1,0,1
0.026316,0.02709,0.028029,0.0893,0.058,0.0491,0.058,0.7054,0.0402,1,1,0
0,0.067528,0,0.0875,0.0168,0.0168,0.0202,0.0168,0.8418,0,1,0
0,0.325734,0,0.0795,0.0219,0.0464,0.8522,0,0,0,1,0
0.026316,0.137833,0.019656,0.0244,0.0142,0.0142,0.0142,0.0142,0.9188,1,1,0
0,0.000577,0,0.4,0.2,0.2,0.2,0,0,0,1,0
0,0.035928,0,0.0171,0.0114,0.8343,0.1371,0,0,0,0,1
0.026316,0.258387,0.017764,0.0493,0.0238,0.0276,0.0263,0.291,0.582,1,1,0
0,0.004834,0,0.1364,0.0909,0.7727,0,0,0,0,1,0
0,0.013708,0,0.8302,0.1698,0,0,0,0,0,1,0
0.026316,0.146779,0.120705,0.1746,0.1023,0.1023,0.2337,0.0562,0.3309,1,1,0
0.078947,0.04096,0.159241,0.4632,0.0581,0.0524,0.0567,0.0765,0.2932,1,1,0
0,0.149989,0,0.0171,0.0157,0.0157,0.0157,0.0157,0.92,0,1,0
0,0.003319,0,0.2105,0.2105,0.2105,0.1579,0.1053,0.1053,0,1,0
0,0.178703,0,0.8918,0.1082,0,0,0,0,0,1,0
0.026316,0.09083,0.052635,0.6118,0.0497,0.0485,0.0473,0.0497,0.1929,1,1,0
0.026316,0.156338,0.049505,0.0499,0.018,0.018,0.018,0.018,0.8781,1,1,0
0,0.035351,0,0.3391,0.0345,0.0345,0.0345,0.0345,0.523,0,1,0
0,0.147103,0,0.8315,0.1685,0,0,0,0,0,1,0
0,0.114061,0,0.2268,0.0586,0.0529,0.6616,0,0,0,1,0
0,0.041483,0,0.0128,0.0298,0.0426,0.0553,0.1404,0.7191,0,0,1
0.105263,0.009566,0.035309,0.7013,0.0563,0.0693,0.1558,0.0173,0,1,1,0
0,0.03362,0,0.1646,0.0759,0.0823,0.1582,0.0506,0.4684,0,1,0
0.026316,0.00873,0.203626,0.2143,0.1667,0.1667,0.131,0.3095,0.0119,1,1,0
0.026316,0.062297,0.072583,0.2895,0.1847,0.1531,0.1364,0.1764,0.0599,1,1,0
0,0.08174,0,0.1775,0.0548,0.0679,0.0836,0.1358,0.4804,0,1,0
0.052632,0.055888,0.132244,0.4157,0.251,0.1055,0.184,0.0438,0,1,1,0
0,0.000938,0,0,0,0,0,0,1,0,0,1
0,0.007503,0,0.1471,0.0588,0.0588,0.0588,0.0588,0.6176,0,1,0
0,0.03297,0,0.7623,0.1639,0.0574,0,0.0082,0.0082,0,0,1
0.052632,0.044706,0.052563,0.021,0.003,0.006,0.0045,0.0495,0.9159,1,0,1
0.026316,0.002236,0.011139,0.85,0.15,0,0,0,0,1,0,1
0.026316,0.014032,0.047321,0.1957,0,0,0,0,0.8043,1,0,1
0.052632,0.040738,0.086015,0.8146,0.1854,0,0,0,0,1,1,0
0,0.007359,0,0.125,0.625,0.125,0.125,0,0,0,1,0
0,0.054109,0,0.1028,0.0158,0.0158,0.0119,0.0119,0.8419,0,1,0
0,0.022076,0,0,1,0,0,0,0,0,0,1
0.026316,0.126759,0.036692,0.6378,0.0366,0.0408,0.0383,0.0374,0.2092,1,1,0
0,0.071496,0,0.6616,0.0544,0.0544,0.0483,0.0604,0.1208,0,1,0
0,0.061972,0,0.9345,0.0138,0.0138,0.0103,0.0103,0.0172,0,1,0
0.078947,0.120536,0.022835,0.0912,0.0219,0.0219,0.0255,0.0223,0.8172,1,1,0
0,0.013563,0,0.0462,0.0462,0.0462,0.0462,0.0308,0.7846,0,1,0
0,0.407618,0,0.9011,0.0151,0.0162,0.0162,0.0257,0.0257,0,1,0
0,0.201284,0,0.5139,0.015,0.015,0.015,0.015,0.4261,0,1,0
0.078947,0.021012,0.103766,0.2965,0.0973,0.1947,0.2478,0.1637,0,1,1,0
0,0.053243,0,0,0,0,1,0,0,0,0,1
0,0.000649,0,0.2222,0,0.3333,0,0,0.4444,0,0,1
0,0.377895,0,0.1407,0.0161,0.0149,0.0178,0.2763,0.5342,0,1,0
0,0.017243,0,0.2817,0.1549,0.0845,0.1831,0.1549,0.1408,0,0,1
0,0.000433,0,0.5,0,0.5,0,0,0,0,0,1
0,0.001659,0,0.5,0.5,0,0,0,0,0,1,0
0,0.102518,0,0.0059,0.1624,0.2554,0.3307,0.2455,0,0,0,1
0.105263,0.074583,0.051689,0.1636,0.0184,0.0202,0.7979,0,0,1,1,0
0.026316,0.013347,0.044482,0.5674,0.2908,0.0993,0.0355,0.0071,0,1,1,0
0.026316,0.211421,0.028029,0.1794,0.0021,0.0256,0.0973,0.1616,0.534,1,0,1
0.052632,0.006397,0.167188,0.1224,0.0918,0.0816,0.7041,0,0,1,1,0
0.026316,0.017315,0.010119,0,0,0,0,0,1,1,1,0
0,0.094365,0,0.0318,0.0114,0.0114,0.0114,0.0114,0.9227,0,1,0
0,0.271265,0,0.1284,0.1397,0.1917,0.3452,0.1698,0.0252,0,1,0
0.026316,0.002489,0.011357,0,0,0.3548,0.0645,0.0968,0.4839,1,0,1
0,0.006493,0,1,0,0,0,0,0,0,0,1
0.052632,0.061131,0.168353,0.1673,0.0175,0.0152,0.0152,0.0152,0.7696,1,1,0
0,0.010822,0,0.2321,0.7679,0,0,0,0,0,1,0
0,0.001876,0,0.3636,0.1818,0.1818,0.2727,0,0,0,1,0
0,0.001082,0,0,0,1,0,0,0,0,1,0
0,0.049203,0,0.1022,0.04,0.04,0.04,0.0533,0.7244,0,1,0
0,0.027848,0,0.048,0.04,0.032,0.032,0.072,0.776,0,1,0
0,0.011038,0,0.0357,0.0357,0.0536,0.0357,0.8393,0,0,1,0
0,0.03297,0,0.0814,0.064,0.0581,0.0581,0.0581,0.6802,0,1,0
0,0.076979,0,0.5836,0.3281,0.0883,0,0,0,0,1,0
0,0.049203,0,0.1184,0.2816,0.6,0,0,0,0,0,1
0,0.001443,0,1,0,0,0,0,0,0,0,1
0.131579,0.066037,0.02286,0.9017,0.0167,0.0149,0.0137,0.0125,0.0405,1,1,0
0.026316,0.064389,0.078189,0.4917,0.0365,0.0249,0.0282,0.0249,0.3937,1,1,0
0.052632,0.045091,0.031305,0.669,0.052,0.0555,0.0641,0.0555,0.104,1,1,0
0,0.020201,0,0.2872,0.2553,0.4043,0.0532,0,0,0,1,0
0,0.0777,0,0.3218,0.2098,0.1897,0.1351,0.0661,0.0776,0,1,0
0,0.487266,0,0.5269,0.0434,0.0377,0.392,0,0,0,1,0
0.052632,0.059111,0.099774,0.7455,0.2275,0.0269,0,0,0,1,1,0
0,0.014645,0,0.5556,0.0833,0.0833,0.1667,0.0833,0.0278,0,1,0
0,0.212972,0,0.0604,0.0423,0.0453,0.0453,0.0554,0.7513,0,1,0
0,0.04307,0,0.1735,0.0663,0.0663,0.0714,0.1173,0.5051,0,1,0
0,0.13354,0,0.0016,0,0,0,0.0063,0.9921,0,0,1
0,0.165212,0,0.7579,0.1018,0.0724,0.0679,0,0,0,1,0
0.026316,0.164779,0.014269,0.6405,0.0085,0.0085,0.3425,0,0,1,1,0
0.026316,0.171236,0.069889,0.0504,0.0183,0.0309,0.0208,0.0195,0.86,1,1,0
0,0.000433,0,0.2308,0,0,0,0,0.7692,0,0,1
0,0.355169,0,0.9471,0.0503,0.0026,0,0,0,0,1,0
0.157895,0.045482,0.019838,0.0213,0.0602,0.2099,0.357,0.1399,0.2117,1,0,1
0.026316,0.091047,0.051835,0.0106,0.0106,0.0082,0.0082,0.0071,0.9553,1,1,0
0,0.04877,0,0.0262,0.0306,0.0262,0.0349,0.0262,0.8559,0,1,0
0,0.007647,0,0.0968,0,0,0,0,0.9032,0,0,1
0.026316,0.229998,0.023224,0.7074,0.1187,0.1739,0,0,0,1,1,0
0.052632,0.038598,0.154266,0.2927,0.0945,0.0909,0.0891,0.0945,0.3382,1,1,0
0,0.00101,0,0.8333,0.1667,0,0,0,0,0,1,0
0,0.3525,0,0.0012,0,0.0074,0.9914,0,0,0,0,1
0.026316,0.048373,0.10032,0.0876,0.0747,0.0309,0.0309,0.0335,0.7423,1,1,0
0,0.075175,0,0.6246,0.0029,0.0029,0.0029,0.0029,0.3639,0,1,0
0,0.058437,0,0.0254,0.0217,0.0217,0.9312,0,0,0,1,0
0.026316,0.001768,0.35862,0.0667,0.0667,0.0667,0.0667,0.2,0.5333,1,1,0
0,0.00303,0,0.05,0,0,0,0.15,0.8,0,0,1
0.026316,0.036253,0.118957,0.0314,0.0314,0.0343,0.9029,0,0,1,1,0
0.026316,0.124161,0.058969,0.908,0.092,0,0,0,0,1,1,0
0,0.009956,0,0.2083,0.1458,0.5625,0.0208,0.0417,0.0208,0,1,0
0.105263,0.023332,0.010866,0.8182,0.1061,0.0758,0,0,0,1,1,0
0,0.017964,0,0.1294,0.1529,0.4353,0.2824,0,0,0,1,0
0,0.05079,0,0.083,0.0788,0.0788,0.0788,0.0788,0.6017,0,1,0
0.052632,0.004088,0.110695,0.1765,0.1618,0.1618,0.1765,0.1471,0.1765,1,1,0
0,0.441022,0,0.0201,0.0147,0.0147,0.0152,0.0142,0.9211,0,1,0
0,0.00505,0,0.04,0.6,0.16,0.16,0.04,0,0,1,0
0,0.028425,0,0.8806,0.0149,0.0149,0.0896,0,0,0,1,0
0,0.40127,0,0.0706,0.2863,0.6431,0,0,0,0,0,1
0.052632,0.005844,0.10083,0.6778,0.0444,0.0444,0.0444,0.0333,0.1556,1,1,0
0,0.011255,0,0.0357,0.0357,0.0357,0.0357,0.0357,0.8214,0,1,0
0.026316,0.009343,0.04419,0.0714,0.0306,0.0306,0,0.0102,0.8571,1,0,1
0.052632,0.047279,0.111932,0.0393,0.0283,0.0299,0.0299,0.0314,0.8412,1,1,0
0,0.002814,0,0.0714,0,0.0714,0,0.0714,0.7857,0,1,0
0,0.006493,0,0.0294,0.0294,0.0294,0.0294,0.0294,0.8529,0,1,0
0.078947,0.059375,0.040211,0.4817,0.1023,0.1361,0.138,0.1158,0.0261,1,1,0
0,0.005627,0,0.1667,0.1667,0.1333,0.1333,0.1333,0.2667,0,1,0
0,0.142414,0,0.5113,0.0136,0.0151,0.0136,0.0136,0.4327,0,1,0
0,0.310006,0,0.7412,0.007,0.007,0.0077,0.007,0.23,0,1,0
0.026316,0.023483,0.073384,0.0643,0.0286,0.0214,0.0214,0.0214,0.8429,1,1,0
0.184211,0.067023,0.018013,0.5809,0.0305,0.0341,0.0305,0.0293,0.2947,1,1,0
0,0.014573,0,0.1765,0.1765,0.1569,0.1961,0.1961,0.098,0,1,0
0,0.003968,0,0.28,0.28,0.2,0.24,0,0,0,0,1
0.052632,0.121059,0.077533,0.2616,0.0113,0.0113,0.7157,0,0,1,1,0
0,0.138735,0,0.402,0.2467,0.2712,0.0801,0,0,0,1,0
0,0.521175,0,0.1915,0.0092,0.0092,0.7901,0,0,0,1,0
0.105263,0.014775,0.063574,0.3438,0.0938,0.125,0.0625,0.1563,0.2188,1,1,0
0,0.412091,0,0.2099,0.0135,0.0146,0.762,0,0,0,1,0
0,0.059447,0,0,0,0,0.0504,0.0504,0.8993,0,0,1
0,0.036577,0,0.0414,0,0.0828,0.8757,0,0,0,0,1
0.052632,0.081476,0.014305,0.2154,0.0159,0.0159,0.0159,0.0159,0.7211,1,1,0
0,0.003247,0,0.4444,0.1667,0.1667,0.1111,0.1111,0,0,1,0
0.026316,0.019371,0.28873,1,0,0,0,0,0,1,1,0
0,0.115215,0,0.0125,0.0053,0.0125,0.1655,0.5694,0.2349,0,0,1
0,0.046317,0,1,0,0,0,0,0,0,1,0
0.052632,0.012,0.057076,0.0645,0.0581,0.1161,0.7613,0,0,1,1,0
0,0.004689,0,0.0833,0.0833,0.0833,0.0833,0.0833,0.5833,0,1,0
0,0.006277,0,0,0,0.0526,0.9474,0,0,0,1,0
0,0.105476,0,0.0101,0.0081,0.0081,0.9737,0,0,0,1,0
0,0.005555,0,0.1034,0.0345,0.0345,0.0345,0.0345,0.7586,0,1,0
0.078947,0.036992,0.077533,0.8241,0.1759,0,0,0,0,1,1,0
0.078947,0.050934,0.039968,0.2791,0.0567,0.0588,0.0504,0.0441,0.511,1,1,0
0,0.000938,0,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,1,0
0,0.000866,0,0.125,0.125,0.125,0.125,0.125,0.375,0,1,0
0,0.004689,0,0.6538,0.0769,0.0769,0.0769,0.0769,0.0385,0,1,0
0,0.007503,0,0.7917,0.2083,0,0,0,0,0,1,0
0,0.043215,0,0.0331,0,0.0055,0,0.2818,0.6796,0,0,1
0,0.011687,0,0.125,0.1094,0.7656,0,0,0,0,0,1
0,0.019984,0,0.9022,0.0978,0,0,0,0,0,1,0
0,0.008657,0,0.0625,0.7917,0.125,0.0208,0,0,0,0,1
0.026316,0.215389,0.047685,0.1048,0.005,0.005,0.005,0.005,0.875,1,1,0
0.026316,0.056922,0.065084,0.0226,0.0226,0.0244,0.0226,0.0226,0.8853,1,1,0
0,0.005411,0,1,0,0,0,0,0,0,1,0
0,0.067023,0,0.055,0.0421,0.0324,0.1553,0.0777,0.6375,0,1,0
0.026316,0.021896,0.054892,0.985,0.015,0,0,0,0,1,1,0
0,0.001804,0,0.1429,0,0.1429,0,0.1429,0.5714,0,1,0
0.026316,0.193601,0.036983,0.4809,0.1823,0.29,0.0468,0,0,1,1,0
0,0.025179,0,0,0,0,0.2255,0.1863,0.5882,0,0,1
0,0.012986,0,0.6,0.3,0.1,0,0,0,0,1,0
0,0.007936,0,0.6944,0.1667,0.0833,0.0556,0,0,0,1,0
0.026316,0.119688,0.212434,0.2152,0.0979,0.1016,0.5852,0,0,1,1,0
0,0.019768,0,0.4894,0.0213,0.0213,0.0213,0.0213,0.4255,0,1,0
0.026316,0.050429,0.016453,0.0257,0.0234,0.0234,0.021,0.0234,0.8832,1,1,0
0,0.004257,0,0.0909,0.0455,0.0455,0.0455,0.0455,0.7273,0,1,0
0,0.003463,0,0.08,0,0,0.92,0,0,0,0,1
0.052632,0.168122,0.063192,0.0234,0.0187,0.0183,0.02,0.0213,0.8982,1,1,0
0.026316,0.086249,0.027956,0.2463,0.0261,0.0274,0.0286,0.0249,0.6468,1,1,0
0,0.015872,0,0.0227,0,0.1591,0.0455,0,0.7727,0,0,1
0,0.301349,0,0.0165,0.0243,0.5508,0.4084,0,0,0,0,1
0,0.006854,0,0.3636,0.6364,0,0,0,0,0,1,0
0,0.090109,0,0.125,0.0507,0.0507,0.0507,0.0507,0.6723,0,1,0
0.052632,0.060842,0.148442,0.163,0.0877,0.1481,0.2136,0.1247,0.263,1,1,0
0,0.017675,0,0.0349,0.0349,0.0349,0.8953,0,0,0,1,0
0.026316,0.147717,0.048486,0.5967,0.0379,0.0294,0.3359,0,0,1,1,0
0,0.329413,0,0.9305,0.0695,0,0,0,0,0,1,0
0,0.009884,0,0.3958,0.0417,0.0417,0.0208,0.0208,0.4792,0,1,0
0,0.004401,0,0.1818,0.8182,0,0,0,0,0,1,0
0.078947,0.088828,0.048122,0.6236,0.0135,0.016,0.0141,0.0135,0.3192,1,1,0
0,0.004906,0,0,0,0,0,0,1,0,0,1
0.052632,0.040089,0.094059,0.1057,0,0,0,0,0.8943,1,0,1
0.131579,0.033139,0.107542,0.6442,0.0798,0.0675,0.1595,0.0031,0.046,1,1,0
0,0.067383,0,0.4561,0.407,0.1368,0,0,0,0,1,0
0,0.058726,0,0.1577,0.0896,0.086,0.3011,0.0896,0.276,0,0,1
0.026316,0.068177,0.16191,0,0.0194,0.3301,0.6505,0,0,1,0,1
0,0.001948,0,0.2308,0.0769,0.0769,0.6154,0,0,0,1,0
0.078947,0.072722,0.112308,0.1875,0.0163,0.0163,0.0185,0.0282,0.7331,1,1,0
0,0.012048,0,0.8519,0.0741,0.0556,0.0185,0,0,0,1,0
0,0.005555,0,0.0556,0.9444,0,0,0,0,0,0,1
0.052632,0.042926,0.037857,0.2922,0,0.1553,0.5526,0,0,1,0,1
0.052632,0.062165,0.218186,0.7568,0.1526,0.068,0.0136,0.0091,0,1,1,0
0,0.030157,0,0.0563,0.2042,0.7394,0,0,0,0,0,1
0,0.004906,0,0.5789,0.0789,0.0263,0.0789,0.2368,0,0,0,1
0,0.107857,0,0.678,0.01,0.012,0.008,0.014,0.278,0,1,0
0,0.018686,0,0.0115,0,0.0115,0.2184,0.4713,0.2874,0,1,0
0,0.048193,0,1,0,0,0,0,0,0,0,1
0,0.283818,0,0.9603,0.0228,0.0084,0.0084,0,0,0,1,0
0,0.020489,0,0.0909,0.0909,0.0649,0.0779,0.0649,0.6104,0,1,0
0,0.794099,0,0.1085,0.1433,0.1933,0.4958,0.0591,0,0,1,0
0,0.03701,0,0.9718,0.0282,0,0,0,0,0,1,0
0,0.01515,0,0.875,0.0278,0.0139,0.0139,0.0139,0.0556,0,1,0
0,0.072794,0,0.0306,0.0204,0.0204,0.0204,0.0204,0.8878,0,1,0
0.026316,0.012661,0.100248,0.5164,0.0492,0.0492,0.0492,0.0492,0.2869,1,1,0
0,0.052161,0,0.304,0.0881,0,0.0176,0.2731,0.3172,0,0,1
0,0.021716,0,0.0183,0,0,0,0,0.9817,0,0,1
0.026316,0.055299,0.024461,0.9211,0.0749,0.004,0,0,0,1,1,0
0,0.07164,0,0.042,0,0,0.0541,0.6456,0.2583,0,0,1
0,0.369526,0,0.6827,0.01,0.01,0.2974,0,0,0,1,0
0,0.000649,0,0.5,0.1667,0.1667,0.1667,0,0,0,1,0
0,0.491018,0,0.0153,0.0052,0.0052,0.0057,0.0061,0.9624,0,1,0
0.026316,0.023086,0.056057,0.086,0.0814,0.086,0.086,0.095,0.5656,1,1,0
0.026316,0.010858,0.216511,0.0315,0.0315,0.0315,0.0315,0.0315,0.8425,1,1,0
0,0.004184,0,0.1739,0.1304,0.3478,0.3478,0,0,0,1,0
0.026316,0.04574,0.184115,0.6051,0.0346,0.0323,0.0323,0.0323,0.2633,1,1,0
0.026316,0.063596,0.042152,0.0083,0.0099,0.0116,0.0413,0.0528,0.8762,1,0,1
0.026316,0.003571,0.037056,0.0952,0,0.381,0,0,0.5238,1,0,1
0,0.058582,0,0.3548,0.0806,0.0806,0.0685,0.1331,0.2823,0,1,0
0,0.416492,0,0.1423,0.0144,0.0149,0.8284,0,0,0,1,0
0,0.05079,0,0.6557,0.2547,0.0896,0,0,0,0,1,0
0.052632,0.027535,0.144838,0.0816,0.1293,0.2109,0.2109,0.3265,0.0408,1,1,0
0,0.00873,0,0.15,0.2,0.375,0.275,0,0,0,1,0
0.026316,0.07449,0.011575,0.0241,0.0297,0.0227,0.0198,0.0241,0.8796,1,1,0
0,0.000938,0,0.125,0.125,0.125,0.625,0,0,0,1,0
0,0.153019,0,0.0999,0.0281,0.0253,0.8467,0,0,0,1,0
0,0.067744,0,0.0189,0,0,0,0,0.9811,0,0,1
0.052632,0.02994,0.115317,0.2506,0.1289,0.1527,0.1838,0.1313,0.1527,1,1,0
0.052632,0.054686,0.074294,0.8873,0.0142,0.0142,0.0842,0,0,1,1,0
0.052632,0.012048,0.050015,0.5714,0,0,0,0.1429,0.2857,1,1,0
0,0.467499,0,0.0211,0.0164,0.0169,0.016,0.016,0.9137,0,1,0
0,0.005772,0,0.1111,0.037,0,0,0,0.8519,0,0,1
0.026316,0.13556,0.228669,0.6509,0.3491,0,0,0,0,1,1,0
0,0.032609,0,0.0065,0.0065,0.0065,0.0065,0.0065,0.9675,0,1,0
0,0.009667,0,0,1,0,0,0,0,0,1,0
0,0.024313,0,0,0.0769,0.2885,0.4231,0.2115,0,0,1,0
0.052632,0.035255,0.01547,0.6069,0.0343,0.0323,0.0302,0.0282,0.2681,1,1,0
0,0.000938,0,0.1429,0,0.1429,0.0714,0.0714,0.5714,0,0,1
0,0.016305,0,1,0,0,0,0,0,0,1,0
0,0.01176,0,0.6897,0.0345,0.0345,0.2414,0,0,0,1,0
0,0.001299,0,0.4286,0.2857,0.1429,0.1429,0,0,0,1,0
0,0.001082,0,0.4286,0.5714,0,0,0,0,0,1,0
0,0.025828,0,0.3636,0.0661,0.0579,0.0661,0.0579,0.3884,0,1,0
0,0.143135,0,0.7489,0.009,0.009,0.2331,0,0,0,1,0
0,0.457759,0,0.9332,0.0396,0.0271,0,0,0,0,1,0
0,0.005411,0,1,0,0,0,0,0,0,1,0
0,0.155977,0,0.0771,0.0532,0.0569,0.0495,0.0697,0.6936,0,1,0
0,0.002742,0,0.0769,0.0769,0.0769,0.7692,0,0,0,1,0
0,0.182021,0,0.1097,0.1109,0.119,0.1365,0.4481,0.0758,0,1,0
0,0.075464,0,0.4186,0.3372,0.2093,0.0349,0,0,0,1,0
0,0.000721,0,0.1429,0.1429,0.1429,0.5714,0,0,0,1,0
0.026316,0.126362,0.214764,0.1062,0.0915,0.0967,0.1019,0.1589,0.4447,1,1,0
0,0.005916,0,1,0,0,0,0,0,0,1,0
0.052632,0.090806,0.08263,0.8151,0.0948,0.0456,0.0396,0.0048,0,1,1,0
0.263158,0.019164,0.015579,0.7838,0.152,0.0641,0,0,0,1,1,0
0.026316,0.037984,0.024898,0.5307,0.0391,0.0335,0.0335,0.0307,0.3324,1,1,0
0,0.004762,0,0.0385,0.0385,0.0385,0.8846,0,0,0,1,0
0,0.070413,0,1,0,0,0,0,0,0,1,0
0.026316,0.022401,0.175597,0.8009,0.0284,0.0332,0.0284,0.0284,0.0806,1,1,0
0.105263,0.037732,0.072401,0.6671,0.1167,0.121,0.0663,0.0259,0.0029,1,1,0
0.026316,0.004473,0.217676,0.1522,0.8261,0.0217,0,0,0,1,1,0
0,0.287569,0,0,0,0,1,0,0,0,0,1
0,0.009667,0,0.9677,0.0323,0,0,0,0,0,1,0
0,0.045451,0,0.9851,0.0149,0,0,0,0,0,1,0
0,0.088377,0,0.0024,0,0.0049,0.0049,0.4537,0.5341,0,1,0
0.026316,0.103203,0.023296,0.3848,0.0177,0.0177,0.0177,0.0177,0.5443,1,1,0
0,0.028786,0,0.4632,0.2868,0.2059,0.0368,0.0074,0,0,1,0
0,0.003679,0,0.1,0.05,0.55,0.1,0.1,0.1,0,1,0
0.026316,0.032393,0.351704,0.0556,0.0523,0.0458,0.0458,0.049,0.7516,1,1,0
0.052632,0.150638,0.026245,0.6082,0.1365,0.1121,0.0666,0.0766,0,1,1,0
0.026316,0.030734,0.597044,0.308,0.0494,0.0456,0.0456,0.0608,0.4905,1,1,0
0,0.051151,0,0.2667,0.0125,0.0125,0.0125,0.0125,0.6833,0,1,0
0,0.00606,0,0.0645,0.0645,0.0645,0.0645,0.0645,0.6774,0,1,0
0.026316,0.106486,0.027665,0.191,0.035,0.041,0.041,0.035,0.657,1,1,0
0.052632,0.030036,0.027919,0.1417,0.0854,0.0835,0.0718,0.0427,0.5748,1,1,0
0,0.047471,0,0.7533,0.022,0.0264,0.022,0.022,0.1542,0,1,0
0,0.135488,0,0.7258,0.1506,0.0629,0.0382,0.0225,0,0,1,0
0,0.032682,0,0.1489,0.0496,0.0426,0.0496,0.0426,0.6667,0,1,0
0,0.001876,0,0.75,0,0.25,0,0,0,0,0,1
0,0.016449,0,0.0128,0,0.2692,0.1282,0.3462,0.2436,0,1,0
0.157895,0.040236,0.041011,0.0129,0.0129,0.0129,0.0273,0.0114,0.9227,1,1,0
0.052632,0.077724,0.074367,0.2854,0.2056,0.1067,0.2045,0.1978,0,1,1,0
0,0.115865,0,0.115,0.0702,0.1111,0.269,0.4133,0.0214,0,1,0
0,0.009307,0,0,0,0.1111,0.2222,0.1111,0.5556,0,0,1
0,0.004329,0,0.6087,0.0435,0.0435,0.3043,0,0,0,1,0
0.026316,0.004148,0.013905,0.619,0.3095,0.0714,0,0,0,1,1,0
0.052632,0.10663,0.066104,0.0515,0.1078,0.84,0,0,7e-04,1,0,1
0.078947,0.019551,0.057392,0.2073,0.2745,0.2493,0.2689,0,0,1,1,0
0,0.001804,0,1,0,0,0,0,0,0,0,1
0,0.069043,0,0.2702,0.0404,0.0404,0.6491,0,0,0,1,0
0,0.005411,0,0.8214,0.0714,0.0357,0.0357,0.0357,0,0,1,0
0,0.002597,0,0.1818,0,0,0,0,0.8182,0,0,1
0.052632,0.036096,0.016854,0.0464,0.1161,0.2186,0.2805,0.1799,0.1586,1,0,1
0,0.002309,0,0.0714,0.0714,0.0714,0.0714,0.0714,0.6429,0,1,0
0.026316,0.035207,0.011648,0.6736,0.2847,0.0417,0,0,0,1,1,0
0.052632,0.166005,0.015871,0.0194,0.0071,0.0071,0.0071,0.0071,0.9524,1,1,0
0,0.001587,0,0.5556,0.3333,0.1111,0,0,0,0,1,0
0,0.134911,0,0.6554,0.0224,0.0176,0.0144,0.0144,0.2756,0,1,0
0,0.172931,0,0.1222,0.1222,0.1421,0.1671,0.1322,0.3142,0,1,0
0,0.017892,0,0.0233,0.0233,0.0233,0.9302,0,0,0,1,0
0,0.166294,0,0.2688,0.0182,0.0182,0.6948,0,0,0,1,0
0,0.00303,0,1,0,0,0,0,0,0,0,1
0.026316,0.150855,0.392254,0.0304,0.0188,0.0188,0.0188,0.0188,0.8943,1,1,0
0,0.004689,0,0.9583,0.0417,0,0,0,0,0,1,0
0,0.005844,0,0.4643,0.1786,0.1786,0.1786,0,0,0,1,0
0,0.003752,0,1,0,0,0,0,0,0,1,0
0.026316,0.196847,0.020967,0.1016,0.0198,0.0187,0.0148,0.2038,0.6412,1,1,0
0.026316,0.077087,0.097918,0.9791,0.0056,0.0042,0.0042,0.0042,0.0028,1,1,0
0,0.033692,0,0.9618,0.0064,0.0064,0.0064,0.0064,0.0127,0,1,0
0,0.055768,0,1,0,0,0,0,0,0,1,0
0,0.196667,0,0.1036,0.5068,0.0991,0.1036,0.0923,0.0945,0,1,0
0,0.008513,0,0.0938,0.0625,0.0625,0.0625,0.625,0.0938,0,1,0
0.026316,0.002778,0.14917,0.125,0.125,0.125,0.0938,0.2188,0.3125,1,1,0
0,0.004329,0,0.0833,0.0417,0.0417,0.8333,0,0,0,1,0
0.078947,0.04904,0.056251,0.6575,0.0409,0.0663,0.2199,0.0155,0,1,1,0
0.026316,0.004365,0.20166,0.1739,0,0,0.5217,0.087,0.2174,1,0,1
0,0.026477,0,0.9863,0.0137,0,0,0,0,0,1,0
0,0.030806,0,0.2568,0.1757,0.1757,0.1622,0.1486,0.0811,0,1,0
0,0.024674,0,0.0086,0,0.0086,0,0.2672,0.7155,0,1,0
0.026316,0.093536,0.058314,0.7228,0.076,0.1404,0.0608,0,0,1,1,0
0,0.021211,0,0.8587,0.0978,0.0326,0.0109,0,0,0,1,0
0,0.03196,0,0.0464,0.053,0.0464,0.0464,0.0464,0.7616,0,1,0
